CODE_UIC;LIBELLE;long;lat
0087171314;Jonchery-sur-Vesle;3.819422;49.290057
0087171264;Trois-Puits;4.0384678;49.2067481
0087144683;Saint-Michel-sur-Meurthe;6.8882777;48.3269843
0087144477;Saint-Léonard;6.9415509;48.2170818
0087144287;Contrexéville;5.890633;48.1796129
0087144196;Corcieux Vanémont;6.8772915;48.1982842
0087144030;Docelles - Cheniménil;6.6104793;48.1436134
0087142224;Bologne;5.1342228;48.1986877
0087142109;Lorraine TGV;6.169838;48.947773
0087142000;Chaumont;5.13460;48.10976
0087141804;Belleville;6.1018641;48.8195721
0087141531;Bainville-sur-Madon;6.099327;48.5863794
0087141507;Neuves-Maisons;6.1078904;48.6147666
0087141473;Houdemont;6.1797255;48.645478
0087141390;Ménil Flin;6.6592265;48.5050204
0087141218;Bayon;6.322569;48.468046
0087141119;Dombasle-sur-Meurthe;6.343478;48.623275
0087141036;Foug;5.7912761;48.6792561
0087131961;Brion - Montréal-la-Cluse;5.5585203;46.1757013
0087118190;Nogent-sur-Seine;3.49372888;48.49783878
0087116749;Villiers Montbarbin;2.8830418;48.8632544
0087116731;Couilly - Saint-Germain - Quincy;2.854057;48.8830205
0087116517;La Ferté-sous-Jouarre;3.125577;48.950741
0087116327;Esbly;2.81059946;48.90314191
0087116269;Guérard - La Celle-sur-Morin;2.954783;48.810588
0087116210;Tournan-en-Brie;2.75957134;48.7393088
0087116137;Longueville;3.249822;48.513703
0087116111;Chelles - Gournay;2.582484;48.874128
0087116012;Gretz-Armainvilliers;2.728824;48.745440
0087115873;Champbenoist - Poigny;3.287434;48.545567
0087113886;L'Abbaye;2.516874;48.922211
0087113795;Villiers-sur-Marne - Le Plessis-Trévise;2.541761;48.823039
0087113779;Les Boullereaux Champigny;2.511884;48.824926
0087113746;Nogent - Le Perreux;2.494331;48.838846
0087113209;Pantin;2.400685;48.898096
0087645119;Viescamp-sous-Jallès;2.29021;44.91831
0087761494;Saint-Péray;4.85035;44.94771
0087691949;Bidos;-0.60690;43.17892
0087784793;Mont-Louis - La Cabanasse;2.1131379;42.5020902
0087784785;Planès;2.1369269;42.5009185
0087784744;Thuès les Bains;2.249094;42.5288009
0087784561;Ille-sur-Têt;2.6242863;42.6682396
0087784520;Saint-Féliu-d'Avall;2.7378217;42.6772874
0087784512;Le Soler;2.7930798;42.6787626
0087784256;Collioure;3.0782319;42.5269437
0087784173;Rivesaltes;2.86789;42.7664405
0087784009;Perpignan;2.879779;42.696292
0087781583;Le Bousquet-d'Orb;3.1689379;43.6912097
0087781260;Vias;3.4253562;43.315653
0087781005;Béziers;3.218873;43.336330
0087775866;Le Grau-du-Roi;4.140338;43.5371273
0087775841;Saint-Laurent-d'Aigouze;4.1930703;43.6392883
0087775833;Aimargues;4.2082933;43.6786107
0087775825;Le Cailar;4.2354236;43.6834141
0087775213;Génolhac;3.9516407;44.3471626
0087775171;La Bastide - Saint-Laurent-les-Bains;3.9042849;44.5934829
0087775072;Saint-Césaire;4.3276399;43.8133863
0087775023;Beaucaire;4.6470865;43.80209
0087773424;Lunel-Viel;4.0937398;43.6811729
0087765503;Cavaillon;5.043613;43.834554
0087765438;Saint-Saturnin-lès-Avignon;4.9352794;43.9531783
0087765412;Montfavet;4.873943;43.932635
0087765206;Sorgues - Châteauneuf-du-Pape;4.8756182;44.0053909
0087764308;Pierrelatte;4.703783;44.374719
0087763250;Aspres-sur-Buëch;5.7545655;44.519428
0087761783;Crest;5.0160968;44.7301546
0087761742;Poliénas;5.4735849;45.256006
0087761726;Vinay;5.41005;45.20797
0087761650;Romans - Bourg-de-Péage;5.049800;45.048857
0087761130;Saint-Vallier sur Rhône;4.814390;45.186395
0087761106;Saint-Rambert-d'Albon;4.810849;45.297797
0087757757;Le Bosquet;6.9816599;43.5515285
0087757740;La Frayère;6.9720902;43.5581088
0087757732;Ranguin;6.9693134;43.5691636
0087757674;Antibes;7.119498;43.585784
0087757666;Juan les Pins;7.111440;43.570896
0087757625;Cannes;7.019682;43.553839
0087757583;Théoule-sur-Mer;6.9367978;43.5134929
0087757526;Saint-Raphaël;6.769083;43.423560
0087757500;Fréjus;6.732941;43.432032
0087756833;Breil-sur-Roya;7.5163276;43.944039
0087756825;Sospel;7.453788;43.876545
0087756809;L'Escarène;7.3517085;43.8397674
0087756494;Menton Garavan;7.517297;43.785202
0087756486;Menton;7.493300;43.774444
0087756395;Cap-d'Ail;7.3943362;43.7205382
0087756361;Villefranche-sur-Mer;7.314129;43.707061
0087755363;Puget-Ville;6.1384483;43.283085
0087755264;La Seyne - Six-Fours;5.876966;43.116959
0087755223;Bandol;5.750118;43.140344
0087753764;Salon-de-Provence;5.088569;43.639061
0087753715;Sénas;5.0733645;43.7409571
0087753657;Arles;4.632030;43.684853
0087753558;Sausset-les-Pins;5.110001;43.332864
0087753491;Croix Sainte;5.0196445;43.4088317
0087753459;Port-de-Bouc;4.9846006;43.4071317
0087753202;Saint-Chamas;5.0402963;43.5511577
0087753004;Miramas;5.000264;43.580704
0087751701;Saint-Marcel;5.4671155;43.28818
0087751602;L'Estaque;5.3213598;43.363628
0087751438;Simiane-Collongue;5.426148;43.434747
0087751420;Gardanne;5.463332;43.455992
0087751370;Meyrargues;5.5395738;43.6440076
0087751321;Manosque - Gréoux-les-Bains;5.7933241;43.8231945
0087751206;Sisteron;5.9465888;44.1902025
0087747519;Le Pont-de-Claix;5.6998669;45.1251549
0087747287;Voiron;5.595054;45.364037
0087746875;Vallorcine;6.9326694;46.0324983
0087746768;Les Bossons;6.8391969;45.9067455
0087746750;Taconnaz;6.8258755;45.8992065
0087746701;Chedde;6.7197662;45.9263464
0087746248;Groisy - Thorens-Glières;6.17568;46.0111205
0087746115;Albens;5.9483418;45.785946
0087745679;Évian-les-Bains;6.577457;46.397915
0087745588;Machilly;6.3282335;46.2512825
0087745380;Pougny - Chancy;5.9613614;46.1446674
0087745000;Bellegarde-sur-Valserine;5.823483;46.109425
0087743757;Tenay - Hauteville;5.5016101;45.9222096
0087743328;Villereversure;5.3977089;46.1944145
0087741777;Landry;6.7338182;45.5741713
0087741645;Albertville;6.383167;45.672977
0087741504;Virieu-le-Grand - Belley;5.6536162;45.8482817
0087741496;Les Abrets - Fitilieu;5.5754876;45.5421091
0087741470;Le Pont-de-Beauvoisin;5.680772;45.524636
0087741421;Aiguebelette-le-Lac;5.8131468;45.5363048
0087741132;Aix-les-Bains le Revard;5.909371;45.688161
0087741116;Chindrieux;5.8468876;45.8034376
0087734723;Vorey;3.911422;45.1829093
0087734442;Lezoux;3.385986;45.8212175
0087734343;Chapeauroux;3.741923;44.8380008
0087734269;Brioude;3.3786344;45.3006493
0087734251;Arvant;3.3106747;45.3653797
0087734244;Brassac-les-Mines - Sainte-Florine;3.330167;45.414246
0087734087;Pont-du-Château;3.2377829;45.7885543
0087731828;Lachaud Curmilhac;3.6104913;45.1228045
0087726901;Saint-Étienne Carnot;4.385317;45.446976
0087726851;Saint-Jodard;4.125231;45.8857125
0087726828;Le Coteau;4.086248;46.023984
0087726760;Aurec-sur-Loire;4.1983439;45.3711611
0087726729;Firminy;4.286430;45.391625
0087726703;La Ricamarie;4.360686;45.4041516
0087726331;Rive-de-Gier;4.606648;45.524324
0087726232;La Fouillouse;4.3170839;45.4977675
0087726208;Veauche - Saint-Galmier;4.293438;45.565928
0087725895;Échirolles;5.718943;45.153022
0087725721;Pontanevaux;4.7728891;46.2130321
0087725689;Mâcon;4.824887;46.302572
0087723767;Marlieux - Châtillon;5.0731097;46.0638765
0087723759;Villars-les-Dombes;5.028404;46.004206
0087723734;Saint-André-de-Corcy;4.948846;45.925911
0087723577;La Valbonne;5.124911;45.849225
0087723197;Lyon Part Dieu;4.859355;45.760559
0087722579;Estressin;4.868273;45.540285
0087722546;Sérézin-du-Rhône;4.818060;45.627160
0087722264;Vernaison;4.8132908;45.6456478
0087721829;Chamelet;4.5069346;45.9816414
0087721753;Châtillon d'Azergues;4.6451164;45.8751815
0087721746;Civrieux-d'Azergues;4.7182413;45.8591831
0087721563;Fleurieux-sur-l'Arbresle;4.6603815;45.8449944
0087721555;Lentilly;4.667103;45.821630
0087721530;Charbonnières-les-Bains;4.735912;45.782142
0087721480;Dardilly Les Mouilles;4.7600288;45.7967409
0087721456;Saint-Romain-de-Popey;4.5423351;45.8616053
0087721415;Chazay - Marcilly;4.7252221;45.8729618
0087721290;Quincieux;4.7785643;45.9068815
0087721266;Albigny - Neuville;4.832874;45.874921
0087721225;Collonges - Fontaines;4.8466136;45.8291102
0087721159;Lyon Saint-Paul;4.827057;45.766010
0087718841;Arc-et-Senans;5.7767843;47.0303516
0087718528;L'Hôpital-du-Grosbois;6.2130861;47.1691016
0087718510;Mamirolle;6.1617411;47.1998712
0087718429;Deluz;6.199733;47.2925132
0087718411;Novillars;6.1327011;47.2839618
0087718312;Dannemarie - Velesmes;5.8738348;47.2038599
0087718304;Franois;5.937498;47.2273609
0087718130;Liesle;5.8208121;47.0587683
0087715417;Saint-Laurent-en-Grandvaux;5.9512119;46.5747975
0087715383;Chaux-des-Crotenay;5.9438595;46.6545926
0087715151;Sainte-Colombe;6.2659748;46.879207
0087713834;Saint-Julien - Clénay;5.1281864;47.4060132
0087713644;Brazey-en-Plaine;5.2121276;47.1314549
0087713636;Aiserey;5.1582447;47.170501
0087713073;Blaisy-Bas;4.7410755;47.3734427
0087712604;Ouges;5.0727895;47.2559157
0087696534;Luzy;3.9693245;46.7940793
0087696484;Decize;3.467274;46.837362
0087696302;Chantenay-Saint-Imbert;3.1720842;46.7283203
0087696229;Fourchambault;3.0873673;47.0189684
0087696088;Briare;2.7337154;47.6464312
0087694737;La Clayette - Baudemont;4.2984195;46.2881469
0087694596;Brion - Laizy;4.2069898;46.9085776
0087694364;Saint-Léger-sur-Dheune;4.6286039;46.8484526
0087691394;La Marche;3.0395468;47.1396975
0087686006;Paris Gare de Lyon Hall 1 & 2;2.373520;48.844888
0087684415;Malesherbes;2.4012177;48.2934325
0087684290;Gien;2.636205;47.699088
0087684274;Nogent-sur-Vernisson;2.7375773;47.8527938
0087684233;Dordives;2.7628787;48.1471796
0087684191;Bagneaux-sur-Loing;2.7033327;48.2304802
0087683789;Avallon;3.9124463;47.4957553
0087683706;Voutenay;3.7803454;47.5613477
0087683557;Monéteau - Gurgy;3.5798071;47.8507856
0087682443;Vulaines-sur-Seine - Samoreau;2.7531008;48.4305468
0087682278;Moret - Veneux-les-Sablons;2.79941;48.37838
0087682187;Savigny-le-Temple - Nandy;2.583678;48.595519
0087682161;Cesson;2.59380;48.56563
0087681619;Villabé;2.461572;48.592637
0087681486;Maisse;2.393120;48.393040
0087681411;Mennecy;2.4331650;48.5709075
0087681247;Le Vert de Maisons;2.43148;48.78934
0087681155;Maisons-Alfort - Alfortville;2.426977;48.802071
0087677104;Les Deux Jumeaux;-1.7643532;43.3699568
0087673673;Louhossoa;-1.3624626;43.3057578
0087673319;Ondres;-1.4571793;43.5685809
0087673202;Dax;-1.050301;43.720472
0087672725;Oloron-Sainte-Marie;-0.6122826;43.1947669
0087672386;Urt;-1.3005564;43.4993785
0087672212;Artix;-0.5701881;43.3931062
0087672113;Montaut Bétharram;-0.1982813;43.1269731
0087671487;Ygos-Saint-Saturnin;-0.7361528;43.9781851
0087671313;Ossun;-0.0214839;43.1833684
0087671172;Tournay;0.2389703;43.1836066
0087671156;Capvern;0.3296393;43.1033454
0087645176;Pers;2.2403887;44.887025
0087645168;Maurs;2.1995656;44.7061543
0087641449;Durtol - Nohanent;3.048557;45.7947707
0087641423;Volvic;3.0031455;45.864715
0087641274;Laqueuille;2.7046524;45.6468205
0087641043;Lapeyrouse;2.893393;46.2267825
0087641001;Montluçon;2.596159;46.338101
0087618215;Villenouvelle;1.661081;43.4330358
0087615757;Baraqueville Carcenac Peyralès;2.4275453;44.2704368
0087615674;Tanus;2.3151214;44.1003384
0087615625;Carmaux;2.152401;44.048782
0087615542;Mazamet;2.3747346;43.4977847
0087615484;Damiatte - Saint-Paul;1.9733585;43.6566194
0087615377;Gragnague;1.567731;43.696179
0087615344;Saint-Sulpice (Tarn);1.680702;43.775073
0087615161;Limoux;2.2228288;43.0563831
0087615112;Lézignan-Corbières;2.7699635;43.1999609
0087615005;Albi;2.137958;43.922380
0087613661;Viviez - Decazeville;2.2182582;44.5555678
0087613257;Saint-Christophe-Vallon;2.4077585;44.464619
0087613042;Rocamadour - Padirac;1.6573487;44.8183562
0087611848;Montrabé;1.5240482;43.6450204
0087611764;Aubiet;0.7891179;43.6502068
0087611723;Baziège;1.6205019;43.4535696
0087611665;Castelnau-d'Estrétefonds;1.341761;43.786196
0087611574;Les Cabannes;1.6862985;42.7862854
0087611368;Saverdun;1.570616;43.239357
0087611350;Le Vernet d'Ariège;1.6116214;43.1894138
0087611343;Pamiers;1.619451;43.116207
0087611301;Saint-Agne;1.450209;43.579674
0087611137;Saint-Gaudens;0.729104;43.105034
0087611103;Saint-Martory;0.934859;43.1385721
0087611053;Longages - Noé;1.2519529;43.3563239
0087608802;Créteil Pompadour;2.4352763;48.7715403
0087597708;Busseau sur Creuse;2.0229244;46.1230257
0087597625;Marsac;1.585556;46.0941348
0087597120;Argenton-sur-Creuse;1.518305;46.592248
0087597112;Chabenet;1.5076773;46.6265259
0087595876;Belvès;1.0118831;44.7773978
0087595504;Périgueux Saint-Georges;0.7336349;45.1783328
0087595272;Neuvic;0.4450162;45.0999632
0087595223;Razac-sur-l'Isle;0.5992849;45.1659287
0087594796;Laval-de-Cère;1.9317113;44.9512118
0087594739;Vayrac;1.7062871;44.9501471
0087594499;Tulle;1.756467;45.258725
0087594465;Aubazines - Saint-Hilaire;1.6412346;45.1816781
0087594093;Ussel;2.3143439;45.5574383
0087592873;Chabanais;0.716894;45.8726435
0087592675;Verneuil-sur-Vienne;1.1126156;45.837848
0087592543;Le Dorat;1.0793364;46.2110908
0087592352;Bersac-sur-Rivalier;1.4321682;46.0837459
0087592345;Saint-Sulpice-Laurière;1.4762218;46.0469183
0087592287;Saint-Germain-les-Belles;1.4800397;45.6098703
0087592246;Solignac - Le Vigen;1.2856817;45.7561586
0087592121;Eymoutiers Vassivière;1.7412237;45.7397876
0087590364;La Chapelle - Aulnay;-1.5414844;47.3087224
0087590349;Babinière;-1.5452842;47.2591762
0087586693;Aiguillon;0.3352388;44.2987224
0087586545;Marmande;0.168044;44.503019
0087586412;Laroque-Timbaut;0.7497189;44.2875163
0087586107;Port-Sainte-Marie;0.3905059;44.2504383
0087584607;Saint-Médard-de-Guizières;-0.0488253;45.0155723
0087583823;Luxé;0.1094107;45.8873947
0087583468;Roumazières-Loubert;0.5789743;45.8893483
0087583427;La Rochefoucauld;0.3895946;45.7401921
0087582858;Gironde-sur-Dropt;-0.0920127;44.583292
0087582767;Preignac;-0.3022296;44.5783064
0087582478;Biganos Facture;-0.96621;44.637384
0087581850;Bassens;-0.5223144;44.9012933
0087581793;Pessac Alouette;-0.65965;44.793355
0087581595;Cenon;-0.5336487;44.8563465
0087581371;Soulac-sur-Mer;-1.1175894;45.5081769
0087581215;Margaux;-0.6854145;45.0358307
0087580340;Arenc Euroméditerranée;5.3676221;43.3132339
0087576447;Bengy-sur-Craon;2.7492361;47.0004698
0087576363;Luçay-le-Mâle;1.4358257;47.1329836
0087576306;Bigny;2.368638;46.8015763
0087576108;Foëcy;2.1625062;47.1756905
0087576090;Vierzon Forges;2.0994545;47.2099931
0087576009;Vierzon;2.059822;47.226497
0087575290;Vivonne;0.2653156;46.4266355
0087575076;Port-de-Piles;0.5989179;47.0102599
0087575043;Villeperdue;0.6336449;47.2020438
0087574855;Montrichard;1.1717596;47.3437658
0087574129;Saint-Ay;1.7499597;47.863133
0087571844;Savonnières;0.5441817;47.3605797
0087571802;La Chapelle-sur-Loire;0.2184812;47.251227
0087571687;Chinon;0.251538;47.163047
0087571513;La Membrolle-sur-Choisille;0.6407872;47.4313179
0087571471;Loches;1.000467;47.130464
0087571448;Courcay - Tauxigny;0.867867;47.2377076
0087571430;Cormery;0.833953;47.262540
0087571414;Veigné;0.7348815;47.2915255
0087571240;Saint-Pierre-des-Corps;0.723550;47.386099
0087571216;Vendôme - Villiers-sur-Loir TGV;1.021143;47.821937
0087566919;Lentilly Charpenay;4.6824009;45.8165247
0087546317;Chemin d'Antony;2.3126207;48.7481430
0087546291;Rungis La Fraternelle;2.35298;48.74032
0087545491;Breuillet Village;2.171207;48.564776
0087545178;Bouray;2.290596;48.533149
0087545160;Lardy;2.255739;48.520639
0087543165;Salbris;2.04778;47.42522
0087543041;Chevilly;1.8793013;48.0266215
0087543009;Orléans;1.904666;47.907960
0087534339;Mulhouse Musées;7.2984302;47.750185
0087491290;Loulay;-0.5017525;46.0435165
0087491282;Sainte-Eulalie - Carbon-Blanc;-0.4939737;44.8978327
0087491217;Cavignac;-0.382243;45.105163
0087491159;Fontaines-d'Ozillac;-0.3836092;45.3872162
0087491100;Pons;-0.5389124;45.5780767
0087487892;Saint-Mathurin-sur-Loire;-0.3182267;47.4122473
0087487603;Saumur;-0.07136;47.26900
0087486563;Saint-Hilaire-de-Riez;-1.9496838;46.7166736
0087486449;Les Sables-d'Olonne;-1.781050;46.499917
0087486308;La Chaize-le-Vicomte;-1.2820678;46.676779
0087486258;Luçon;-1.1674217;46.4638232
0087485508;La Mothe-Saint-Héray;-0.1298415;46.3807592
0087485474;La Crèche;-0.2962081;46.3604181
0087485342;Beauvoir-sur-Niort;-0.4687544;46.1768857
0087485250;Mauzé-sur-le-Mignon;-0.6737264;46.1995881
0087485151;Tonnay-Charente;-0.8978981;45.9433989
0087485110;Châtelaillon;-1.0908909;46.0783303
0087484139;Le Vieux Briollay;-0.4829396;47.5739696
0087481754;La Baule-Escoublac;-2.389102;47.288690
0087481697;La Baule Les Pins;-2.3648441;47.2835196
0087481564;La Chapelle-sur-Erdre;-1.548012;47.2972029
0087481440;Clisson;-1.286172;47.086142
0087481432;Gorges;-1.3058778;47.1001487
0087481390;Challans;-1.871879;46.843962
0087481218;Port-Saint-Père - Saint-Mars;-1.7393069;47.1164915
0087481176;Boussay - La Bruffière;-1.1828046;47.0505741
0087481143;Thouaré-sur-Loire;-1.4409626;47.2651143
0087481051;Chantenay;-1.5943634;47.1971227
0087481036;Rezé Pont Rousseau;-1.5495445;47.1932425
0087481002;Nantes;-1.542356;47.216148
0087478149;Pleudihen-sur-Rance;-1.9617515;48.4993822
0087478123;Plerguer;-1.8505895;48.5314637
0087476770;Drefféac;-2.0503661;47.4817568
0087476424;Penthièvre;-3.1330754;47.5580254
0087476234;Landévant;-3.1251313;47.759578
0087474239;Landerneau;-4.256528;48.453572
0087474213;Kerhuon;-4.3882136;48.4096627
0087474155;Rosporden;-3.832763;47.960273
0087474015;Dirinon;-4.2855034;48.3926343
0087473876;Frynaudour;-3.1284527;48.7275919
0087473843;Pontrieux;-3.1574281;48.7056437
0087473819;Trégonneau - Squiffiec;-3.1742524;48.6243578
0087473587;Les Mais;-3.3828609;48.4262577
0087473579;Coat Guégan;-3.2738023;48.4803156
0087473207;Guingamp;-3.143343;48.555659
0087473199;Plounérin;-3.5682311;48.5816298
0087473140;Châtelaudren - Plouagat;-2.9746782;48.5332189
0087473090;Plestan;-2.4424607;48.4256462
0087473066;Caulnes;-2.155593;48.2844264
0087473009;Saint-Brieuc;-2.765000;48.507580
0087472605;Thann Centre;7.101046;47.8099229
0087471458;Chevaigné;-1.6307622;48.2089042
0087471318;Saint-Armel;-1.5948867;48.014405
0087471300;Redon;-2.087770;47.652004
0087471102;Breteil;-1.8972095;48.1405713
0087471037;Bruz;-1.7518088;48.0286
0087448514;Avranches;-1.3700755;48.6902445
0087447003;Saint-Lô;-1.099525;49.116975
0087444877;Cherbourg-en-Cotentin;-1.621515;49.633505
0087444208;Mézidon-Canon;-0.07496;49.07100
0087444182;Frénouville - Cagny;-0.2603256;49.1411192
0087444059;Audrieu;-0.5960138;49.2161315
0087444000;Caen;-0.347613;49.176354
0087439554;Vitrolles Aéroport Marseille Provence;5.237122;43.441734
0087437798;La Rochelle Porte Dauphine;-1.1518412;46.16755
0087431791;Rougemont Chanteloup;2.515020;48.930895
0087417444;Franchet d'Esperey;4.013869;49.2425356
0087415661;Pont-de-l'Arche;1.1596559;49.3170928
0087413542;Fécamp;0.375287;49.759277
0087413351;Bolbec - Nointot;0.48482;49.5914657
0087413203;Le Havre Graville;0.1608551;49.4998007
0087413013;Le Havre;0.125677;49.492996
0087411801;Montville;1.070046;49.551284
0087411272;Pavilly;0.950644;49.563897
0087411256;Malaunay - Le Houlme;1.0395776;49.5133331
0087396580;Mayet;0.2659384;47.7601465
0087396572;Aubigné-Racan;0.2657714;47.686945
0087396564;Écommoy;0.2691867;47.8246286
0087396374;Noyen-sur-Sarthe;-0.0981755;47.8744544
0087396283;Saint-Mars-la-Brière;0.3656778;48.0285239
0087396077;Vivoin - Beaumont;0.1447829;48.2302093
0087396044;Montbizot;0.1908607;48.151513
0087396036;La Guierche;0.1931016;48.1138773
0087394429;Magny - Blandainville;1.2811066;48.3342906
0087394270;Bretoncelles;0.8923825;48.4326737
0087394247;Pontgouin;1.1414359;48.477867
0087394221;Courville-sur-Eure;1.234836;48.451236
0087394205;Amilly Ouerray;1.3892882;48.4381825
0087394171;La Villette Saint-Prest;1.5228734;48.4827197
0087394114;Épernon;1.6812578;48.6052471
0087393892;Montfort-l'Amaury - Méré;1.8153507;48.80224
0087393595;Verneuil-sur-Avre;0.9291925;48.7424857
0087393579;Massy - Palaiseau;2.2575281;48.7264211
0087393504;Petit Jouy - Les Loges;2.1470148;48.7709430
0087393470;Marchezais - Broué;1.513444;48.7684736
0087393447;Orgerus - Béhoust;1.7028344;48.8267809
0087393405;Fontenay-le-Fleury;2.0404603;48.8074032
0087393298;Le Perray-en-Yvelines;1.856057;48.6933406
0087393207;Chaville Rive Gauche;2.1882472;48.8047497
0087393173;Chaville - Vélizy;2.1845267;48.7998005
0087393165;Porchefontaine;2.1540156;48.7969381
0087393124;Sèvres Rive Gauche;2.2147536;48.8214311
0087393116;Bellevue;2.2296743;48.8190033
0087393108;Meudon;2.2410999;48.8147527
0087393041;Pont de l'Alma;2.3010287;48.8625705
0087387159;Conches-en-Ouche;0.9378895;48.9623603
0087387092;Bueil;1.4435896;48.9253816
0087386664;Les Clairières de Verneuil;1.955265;48.9922407
0087386573;Poissy;2.0413676;48.9329014
0087386300;Les Vallées;2.257909;48.913408
0087384008;Paris Saint-Lazare;2.325331;48.876242
0087382861;Versailles Rive Droite;2.1347523;48.8096525
0087382499;Cergy Saint-Christophe;2.0343975;49.0496151
0087382473;L'Étang-la-Ville;2.0766932;48.86822
0087382465;Marly-le-Roi;2.0965436;48.8713084
0087382341;Sèvres - Ville-d'Avray;2.20051;48.82746
0087381889;Herblay;2.16208;48.99042
0087381863;Cormeilles-en-Parisis;2.19358;48.96864
0087381830;Meulan - Hardricourt;1.90213;49.00564
0087381798;Val d'Argenteuil;2.23088;48.95042
0087381459;Conflans Fin d'Oise;2.07465;48.98931
0087381426;Saint-Ouen-l'Aumône Quartier de l'Église;2.10369;49.03997
0087381418;Éragny - Neuville;2.09104;49.01824
0087381244;Gisors;1.78455;49.28512
0087381137;Asnières-sur-Seine;2.28324;48.90580
0087381079;Bois-Colombes;2.27256;48.91348
0087381020;Neuilly - Porte Maillot;2.2845160;48.8779830
0087381012;Péreire - Levallois;2.2979465;48.8853581
0087366922;Saint-Germain-en-Laye Bel-Air - Fourqueux;2.07050;48.89494
0087354589;Saint-Sébastien Pas Enchantés;-1.5109069;47.2069513
0087353573;Le Toec;1.4014496;43.5956037
0087352047;Champagnole Paul-Émile Victor;5.9198128;46.742483
0087345595;Wambaix;3.3114074;50.1338767
0087345587;Cattenières;3.3337877;50.1280738
0087345496;Escaudœuvres;3.2754949;50.1918249
0087345421;Arleux;3.1208073;50.2863204
0087345405;Sin-le-Noble;3.112777;50.356612
0087345389;Bouchain;3.3319096;50.2780892
0087345306;Montigny-en-Ostrevent;3.18829;50.36151
0087345280;Bauvin - Provin;2.90540;50.51168
0087345264;Pont-à-Vendin;2.8751938;50.4713812
0087345249;Ostricourt;3.03244;50.44542
0087345207;Pont de la Deûle;3.08503;50.39813
0087345140;Billy-Montigny;2.91206;50.41556
0087345033;Loos-en-Gohelle;2.7933955;50.4378798
0087343459;Denain;3.388699;50.3345415
0087342527;Farbus;2.8310408;50.357641
0087342402;Beuvry lès Béthune;2.6924093;50.5356021
0087342303;Tincques;2.4980285;50.35699
0087342279;Isbergues;2.46277;50.61399
0087342253;Savy-Berlette;2.5577316;50.3538756
0087342204;Fouquereuil;2.6074449;50.5255091
0087342139;Nœux-les-Mines;2.67393;50.48297
0087342121;Mazingarbe;2.7005447;50.4608957
0087342097;Biache-Saint-Vaast;2.9414975;50.3162525
0087342030;Miraumont;2.7344755;50.0958521
0087338590;Monte-Carlo Country Club;7.4482077;43.7543539
0087337378;Dives-sur-Mer Port Guillaume;-0.1008455;49.2910882
0087323675;Montluçon Rimard;2.6115119;46.3355913
0087317586;Boulogne-sur-Mer;1.60964;50.71570
0087317511;Woincourt;1.537044;50.05867
0087317321;Caffiers;1.8120345;50.8500679
0087317263;Calais;1.850819;50.953481
0087317164;Montreuil sur Mer;1.7691662;50.4661948
0087317099;Neufchâtel-Hardelot;1.643115;50.62364
0087316752;Feuquerolles;1.605574;50.0648443
0087316604;Aubin-Saint-Vaast;1.9705382;50.3946137
0087313759;Abancourt;1.7743058;49.6852237
0087313692;Herchies;2.0109273;49.4879546
0087313577;Mouy - Bury;2.32635;49.32045
0087313510;Beauvais;2.08869;49.42648
0087313494;Ham;3.07052;49.73985
0087313460;Rosières-en-Santerre;2.71141;49.82253
0087313445;Marcelcave;2.5819031;49.8532165
0087313437;Villers-Bretonneux;2.52141;49.86295
0087313296;Avrechy;2.4179608;49.4446439
0087313213;Boves;2.3981165;49.8462355
0087313122;Longpré-les-Corps-Saints;2.00277;50.01128
0087313080;Saint-Roch;2.2837132;49.8933575
0087313072;Albert;2.64453;50.00546
0087313049;Longueau;2.35215;49.86344
0087297291;Barenton-Bugny;3.6559914;49.6307907
0087297085;La Bouteille;3.9817635;49.8596168
0087296871;Flavy-le-Martel;3.1905076;49.7187375
0087296442;Tergnier;3.2972491;49.6591862
0087296418;Montescourt-Lizerolles;3.2519756;49.7380842
0087295063;Hirson;4.08432;49.91455
0087295055;Anor;4.0929803;49.984892
0087295022;Recquignies;4.0445029;50.2840466
0087287292;Nortkerque;2.0231501;50.8829544
0087287193;Sainte-Marguerite;3.0092045;50.7403764
0087287151;Nieppe;2.8289655;50.6966975
0087286864;Ascq;3.1598992;50.6218591
0087286625;Templeuve;3.17559;50.52863
0087286518;Seclin;3.0350084;50.5486319
0087286260;Comines;3.0096253;50.7608973
0087286245;Quesnoy-sur-Deûle;2.9952832;50.7081361
0087286203;Strazeele;2.6312181;50.713492
0087286187;La Madeleine;3.0725804;50.6608037
0087281469;Ebblinghem;2.409148;50.7306459
0087281410;Pont d'Ardres;1.9712144;50.8920781
0087281402;Coudekerque-Branche;2.3751425;51.0177069
0087281139;Cassel;2.4599722;50.7875916
0087281055;Croix L'Allumette;3.1516591;50.6872009
0087276774;Ourscamps;2.9540017;49.5341405
0087276758;Nointel - Mours;2.28066;49.13270
0087276725;Chambly;2.24048;49.16362
0087276634;Taverny;2.22187;49.02536
0087276519;Champagne-sur-Oise;2.24156;49.13573
0087276444;Boran-sur-Oise;2.362537;49.1671348
0087276410;Précy-sur-Oise;2.3764638;49.2033492
0087276246;Goussainville;2.4632464;49.0240732
0087276204;Laigneville;2.44894;49.29276
0087276162;Chaponval;2.1423781;49.0694825
0087276147;Épluches;2.1225973;49.0549329
0087276139;Pontoise;2.09545;49.04709
